id,display name,username,weight,num_tweets,engagement
1822398785395314688,,BasilJ53050,0.1927058275,1,6666
1714435038081650688,,p_gjorup,0.1920507069,1,6541
2895886489,,_fluvii,0.1920140201,1,6534
1526136099516690433,,Vadimkus3,0.1919563695,1,6523
1667305969452298241,,EdidiongM28161,0.1917048032,1,6475
1640885195728379904,,tao_philip53131,0.1915004056,1,6436
1427326251858018311,,ConnorOnChain,0.1910706465,1,6354
879431670096678912,,evert_scott,0.1906408873,1,6272
2583225202,,Darren831Dl,0.1891367304,1,5985
1459304593968537601,,savinduwim,0.1890790798,1,5974
1284800264038494211,,pete_grow,0.1884816098,1,5860
1905944378444500992,,AltcoinMillie,0.1883558267,1,5836
567839621,,KeatlyKHZ,0.1878055254,1,5731
1537118890379030528,,nguynng26509670,0.1876954651,1,5710
1542399151811575809,,0xMrMarx,0.1872499831,1,5625
1765468264950648832,,heeshillio,0.1868831156,1,5555
1475365603825401861,,checkerchain,0.1867625734,1,5532
1813376705316438016,,zannyABS,0.1863957058,1,5462
851088518390657024,,findingAchiever,0.1860235973,1,5391
1914287772187168768,,polariscloudai,0.1855938382,1,5309
1552812205149925376,,ledgerlifeio,0.1850120911,1,5198
96596283,,TechieCrm3,0.1849806453,1,5192
1036087604335312896,,ttsheik,0.1848967899,1,5176
37945701,,EricCLFung,0.183838115,1,4974
895190093056659457,,Padawan_Capital,0.1837909463,1,4965
2810100392,,retrodrive1,0.1837752234,1,4962
1623701099269050368,,AvaMonaro,0.1834974523,1,4909
1458399185490046977,,0xSleepinRain,0.183387392,1,4888
874186947853418496,,CryptoBuffalo,0.1830729341,1,4828
3662184855,,TheMoneySponge,0.1829366691,1,4802
394338282,,Maintain,0.1828842594,1,4792
1684272239791726606,,YStan__,0.1825226328,1,4723
1529386241560662016,,cryptomacavalli,0.1824492593,1,4709
1225543917115850752,,AlphaSigmaFund,0.1824230545,1,4704
1720429409906171904,,ChatDKG,0.1822291388,1,4667
1597354340896985089,,Tibo_NFTs,0.1818046207,1,4586
132872285,,classicalism,0.1817364881,1,4573
1830627790615429120,,taos_im,0.1816473917,1,4556
1646841998870200320,,bochaukem96,0.1813538977,1,4500
1734469520884969472,,lcnxyz,0.1811180543,1,4455
1890130424317263872,,vidaio_,0.1804314879,1,4324
704973995985281024,,0xDutchmikel,0.1803371505,1,4306
1706299648996990976,,oct_gems,0.1802166083,1,4283
2301108369,,HHardyhh,0.1798759456,1,4218
1910038221905629184,,btlabs_ai,0.1797344396,1,4191
1263521084520923140,,DeFiator,0.1795667287,1,4159
1762905851713740803,,CountYFI,0.1794723913,1,4141
1852483579487653888,,kolin_ai,0.1788172707,1,4016
1406553771111436291,,itsthemeg,0.1787386562,1,4001
1239987918,,CryptoErwinNL,0.178335102,1,3924
1656031269720047617,,SubVortexTao,0.1782198007,1,3902
1467815477653041156,,hoatrangia,0.1773340777,1,3733
1861659385858076672,,ETERNAL_WEALTH_,0.176982933,1,3666
1536241658878390272,,minjung315,0.1763173305,1,3539
1534609565471342598,,vwdim1,0.1763068486,1,3537
145227707,,TweetSion,0.1759085352,1,3461
1421038239419305984,,OneBlock_,0.1755416677,1,3391
1393853307450400770,,TheG0xT,0.1749808845,1,3284
1414284118485917696,,Polkadot_ERI,0.1743938964,1,3172
94634127,,Twhitaker2,0.1740532337,1,3107
1473627775080796160,,janitor_kevin,0.1735081734,1,3003
1191501787594805248,,Ch3RN0b0G,0.1729159443,1,2890
1540762695011426304,,ohoohhooo,0.1722136551,1,2756
1489952451969097728,,DZdoski,0.1718363056,1,2684
1518820673581305857,,nguyen0xhieu,0.1702692571,1,2385
1833125133059252224,,LouiseBeattie,0.1696717871,1,2271
1358548219186323468,,Bigmills4,0.1686288351,1,2072
